name,address,city,province,postalcode,latitude,longitude,days_since_last_visit,ensemble_pred_prob,times_noncomplient
LES INDUSTRIES BROOK (1977) LTEE,129  CARLINGVIEW DR,ETOBICOKE,ON,M9W5E7,43.680553,-79.592018,212,0.523979394,2
FERN BOURDAGE HOLDINGS LTD.,149 BENTLEY AVE,OTTAWA,ON,K2E6T7,45.333795,-75.717264,268,0.918444884,1
CUDERO MANAGEMENT LIMITED,RR 4,ALMONTE,ON,K0A1A0,45.220877,-76.195819,77,0.519899386,3
D.A.D. SYSTEMS LIMITED,880  WELLINGTON STREET,OTTAWA,ON,K1R6K7,45.410396,-75.718665,42,0.550728411,1
DIJION INVESTMENTS INC.,1893 Highland Terrace,Ottawa,ON,K1H5A5,45.39816,-75.649291,225,0.290773135,3
81290 CANADA LTD.,43  SUNNY ACRES,BAIE D'URFE,QC,H9X3B8,45.41779,-73.912664,77,0.840047213,3
MYND CORPORATION,300 THE EAST MALL,ETOBICOKE,ON,M9B6B7,43.631116,-79.551449,236,0.508180161,2
81345 CANADA LIMITED/LIMITEE,"1001  OUEST, BOUL. DE MAISONNEUVE",MONTREAL,QC,H3A3C8,45.501634,-73.574005,255,0.519500471,2
VI-A-TEK ENTERPRISES INC.,THE STOCK EXCHANGE TOWER,MONTREAL,QC,H4Z1E9,45.484943,-73.616971,285,0.5442434,3
81382 CANADA LTEE,40  KING STREET WEST,TORONTO,ON,M5H3Z7,43.649225,-79.377964,341,0.767472228,1
CONSTRUCTION ACTON VALE LTEE,ROUTE 32,ST-ANDRE D'ACTON,QC,J0H1A0,45.642814,-72.569712,220,0.959048396,4
ROBBINS ELLIOTT ASSOCIATES LTD.,880  WELLINGTON STREET,OTTAWA,ON,K1R6K7,45.410396,-75.718665,47,0.400659822,4
OTTAWA PACKING LTD.,150  ADRIEN-ROBERT,HULL,QC,J8Y3S2,45.457277,-75.734064,342,0.663342707,3
GARAGE MARCEL GAUTHIER D'YAMACHICHE INC.,260  RUE STE-ANNE,YAMACHICHE,QC,G0X3L0,46.287436,-72.832195,132,0.963442088,4
GUY P.H. HAMELIN ENTERPRISES LTD.,450  RUE ABELARD,NUN'S ISLAND,QC,H3E1B5,45.461421,-73.545945,101,0.905494183,2
ITEA CANADA LTD.,480  UNIVERSITY AVENUE,TORONTO,ON,M5G1V6,43.655113,-79.389061,209,0.592956942,1
INTERSECO INC.,365  BAY STREET,TORONTO,ON,M5H2V4,43.64917,-79.382302,345,0.725515243,4
JACQUES AUTO ELECTRIQUE INC.,301-180 boul. de l'Hôpital,GATINEAU,QC,J8T0C1,45.482868,-75.687956,323,0.54894843,2
DENTJAY MANAGEMENT SERVICES INC.,280  MAPLE DRIVE,PINCOURT,QC,J7V3X5,45.376232,-73.98686,277,0.991564406,5
LANARK BUILDING SERVICES LIMITED,P.O. BOX 10,MCDONALDS CORNER,ON,K0G1M0,44.970191,-76.538558,224,0.327339832,1
LES ENTREPRISES INDUSTRIELLES MECANIQUES ET MAINTENANCE DES CANTONS DE L'EST LTEE,RR 1,BROMPTONVILLE,QC,J0B1H0,45.418191,-71.812109,76,0.636249859,1
LES IMMEUBLES DORIGI INC.,"1581,PARC BEAUVOIR",Québec,QC,G1T2M5,46.768552,-71.262053,181,0.400615114,5
LES GESTIONS NORKAR LTEE,603-3333 BOULEVARD GRAHAM,MONT-ROYAL,QC,H3R3L5,45.514338,-73.645629,289,0.900320544,1
IMPORTATION ET EXPORTATION MANUEL PICADO ET FILS INC.,4550  ST-DOMINIQUE,MONTREAL,QC,H2T1T5,45.521204,-73.587618,61,0.720119598,5
BELLEVUE DECOR INC.,3939  BANNANTYNE,VERDUN,QC,H4G1C2,45.464233,-73.575843,44,0.089889783,3
"DEPANNEUR A TRACTION ""PREMIER"" POUR GLACE ET NEIGE INC.",2605  RUE ARGENSON,SHERBROOKE,QC,J1J1P5,45.405539,-71.935914,20,0.887149819,2
CONBECUT ADVERTISING LIMITED,69  PARKDALE AVENUE,POINTE CLAIRE,QC,H9R3Y6,45.455333,-73.799295,334,0.804187167,5
SAMSON BELAIR CONSULTANTS INC.,TOUR DE LA BOURSE,MONTREAL,QC,H4Z1J8,45.513344,-73.533843,94,0.8364875,1
EMPORIUM SAREE LTEE,6272  COTE DES NEIGES,MONTREAL,QC,H3S2A3,45.501265,-73.633096,362,0.6115055,1
EXPRESS MUFFLERS INC.,175  BOUL. STE-ELISABETH,LAPRAIRIE,QC,J5R1S9,45.42072,-73.485757,170,0.880381159,1
SLUSH PUPPIE CANADA INC.,40  RUE ADRIEN-ROBERT,HULL,QC,J8Y3S2,45.457277,-75.734064,187,0.259402422,2
FOURRURES STELLA LTEE,22 PLACE CALAIS,CANDIAC,QC,J5R4K6,45.380356,-73.512221,164,0.949462541,3
SULCO MARINE LTD/LTEE,8175 NADEAU,BROSSARD,QC,J4Y1Y2,45.445544,-73.463506,123,0.259944705,1
URBANKINISTICS LIMITED,16  REVCOE DRIVE,NORTH YORK,ON,M2M2B8,43.785999,-79.407089,334,0.470000057,1
W.L.T. PUBLISHING LTD.,2250  RUE GUY,MONTREAL,QC,H3H2M2,45.49617,-73.581446,241,0.062005589,1
LES TRICOTS CHER GEORGE (1977) LTEE,8211  17TH AVENUE,MONTREAL,QC,H1Z4J9,45.56954,-73.609618,46,0.290799847,4
LA FONDATION LOUISE EDWARDS,332  WOOD AVENUE,WESTMOUNT,QC,H3Z1Z2,45.488425,-73.589286,302,0.587216148,2
N.C.I.C. FOUNDATION (WESTERN CANADA),3075  SLOCAN STREET,VANCOUVER,BC,V5M3E4,49.256084,-123.049364,249,0.342599865,1
CHAPUT AUTO LEASING LTD.,2164  MARIE-VICTORIN,VARENNES,QC,J3X1P9,45.680059,-73.436215,75,0.579806191,5
LAVAL DRYWALL (CANADA) LTD.,"249A, boulevard Sainte-Rose",Laval,QC,H7L1L8,45.612516,-73.78875,19,0.852394247,4
CONSTRUCTION CONARCH LTEE,1275  RUE HODGE,ST-LAURENT,QC,H4N2B1,45.514718,-73.666055,131,0.880475924,5
CONSTRUCTION LE VIEUX BARRAGE LTEE,559  ROBERT ELIE,LAVAL,QC,H7N3Y9,45.563522,-73.713235,165,0.190511406,1
OVAR ALUMINIUM CORP.,4551  BOUL SAINT-LAURENT,MONTREAL,QC,H2T1R2,45.520947,-73.588225,296,0.016230746,5
DR. SMITH HEALTH SERVICES CO. LTD.,10624  42E RUE,EDMONTON,AB,T6A1V1,53.551506,-113.407537,317,0.750165685,2
LA POTAGERIE RESTAURANT (1977) LTD.,2075  UNIVERSITY STREET,MONTREAL,QC,H3A2L1,45.504715,-73.572677,178,0.547329371,4
DISTRIBUTION ELECTRIQUE A.E.T. INC.,2465  46E AVENUE,LACHINE,QC,H8T3C9,45.460791,-73.717833,256,0.25923528,2
LES ENTREPRISES CEDROCK LTEE,19990 LAKESHORE RD.,BAIE D'URFE,QC,H9X1P2,45.409337,-73.913229,99,0.541535899,5
178017 Canada inc.,2820  DE LASALLE,ARVIDA,QC,G7S2A4,48.422009,-71.176554,185,0.989441367,3
LE RELAIS DE L'ERABLE INC.,RR 1 RANG ST-FRANCOIS,ST-PIE,QC,J0H1W0,45.508809,-72.892789,259,0.492381629,2
LES IMMEUBLES L B D G (MATANE) INC.,305  RUE DE LA GARE,MATANE,QC,G4W3N2,48.835577,-67.551301,129,0.016625946,5
LES ENTREPRISES E. ZARAA LTEE,8280  FOUCHER,MONTREAL,QC,H2M1V8,45.549855,-73.645892,237,0.031948451,3
LES PLACEMENTS DALTONIEN LTEE,261  9E AVENUE,IBERVILLE,QC,J2X1J9,45.310121,-73.240307,188,0.58741785,1
ABATTOIR STE-JULIENNE LTEE,131 PETITS ÉTANGS,LA PRÉSENTATION,QC,J0H1B0,45.66622,-73.052189,105,0.647505705,4
FEVES AU LARD L'HERITAGE LTEE,2225 rue LeChatelier,"STE-ROSE, LAVAL",QC,H7L5B3,45.587372,-73.759505,24,0.101586404,5
"VIAU, ROULEAU, BROSSEAU ET TAILLEFER LTEE",2525  BOULEVARD DANIEL JOHNSON,"CHOMEDEY, LAVAL",QC,H7T1S9,45.567233,-73.755263,96,0.895463156,1
LES PLACEMENTS MEROU LTEE,767  RUE FORGET,ST-JEAN,QC,J3B4V8,45.324904,-73.279254,199,0.584559146,5
LES PLACEMENTS SERVAL LTEE,315  RUE GILMORE,MONT ST-GREGOIRE,QC,J0J1K0,45.329606,-73.153228,201,0.437386131,3
LES PLACEMENTS TANTALE LTEE,2400  LA BATAILLE SUD,LA PRAIRIE,QC,J5R3X8,45.392328,-73.419775,12,0.298087107,2
LES PLACEMENTS VERDIER LTEE,4222  ST-HUBERT,MONTREAL,QC,H2J2W7,45.524146,-73.578485,167,0.466879335,4
RUSTIQUE CLEANER (1977) INC.,5939  BOULEVARD MONK,MONTREAL,QC,H4E3H5,45.458372,-73.596192,184,0.047799153,1
NORBOIS INC.,C.P.2500,LA SARRE,QC,J9Z2X6,48.789024,-79.191148,114,0.689812097,1
GESTION INFORMATIQUE OKA LTEE,2075 UNIVERSITY,MONTREAL,QC,H3A2L1,45.504715,-73.572677,262,0.184311751,1
ONE-CEE HOLDINGS LTD.,P.O.BOX 1323,SASKATOON,SK,S7K3N9,52.116782,-106.641476,299,0.578430915,4
177587 CANADA INC.,727 RAOUL-JOBIN,Québec,QC,G1N3H8,46.806728,-71.244849,315,0.806461767,5
LES INVESTISSEMENTS RAYMOND DUSSAULT INC.,161  RUE BOUCHER,ST-MICHEL DES SAINTS,QC,J0K3B0,46.685513,-73.898438,171,0.598778931,5
SHEINART HOLDINGS INC.,3001  ST-ANTOINE STREET,MONTREAL,QC,H3Z1W8,45.485421,-73.581163,262,0.144835299,4
SPECTAIR INC.,405  RUE DEGUIRE,ST-LAURENT,QC,H4N1P9,45.529018,-73.679417,211,0.584624395,2
TEMCO INTERNATIONAL MARKETING LTD.,40  MAIN STREET,SPENCERVILLE,ON,K0E1X0,44.842161,-75.537931,323,0.52264065,3
Turbospace International Inc.,12  SHORTT STREET,PORT HOPE,ON,L1A3S7,43.951677,-78.312427,54,0.905507015,1
LES GESTIONS DULUBO INC.,104  BUZZELL STREET,COWANSVILLE,QC,J2K2N5,45.205748,-72.743953,310,0.648008508,5
SOUND-OFF LTD.,760  ST PAUL WEST,MONTREAL,QC,H3C1M4,45.499006,-73.558451,119,0.649203274,2
ASSOCIATION FAMILLES FOSSACESIANE DE MONTREAL,2300 MICHELIN O.,LAVAL,QC,H7L5C3,45.584353,-73.762599,259,0.534634917,3
CONSTRUCTION METRO-CHIM INC.,192  STINSON,LASALLE,QC,H8R3J8,45.428179,-73.650268,259,0.876046251,4
MAURICE ARBIC & FILS LTEE,99  RUE NOTRE-DAME,OKA,QC,J0N1E0,45.479585,-74.088235,263,0.879332796,2
ECOLE D'ETE DE HOCKEY PAUL ARSEMAULT INC.,115  OAKRIDGE DRIVE,BAIE D'URFE,QC,H9X2M8,45.415685,-73.900701,208,0.494996593,2
CETMAS INC.,126  AVE DOBIE,MONT ROYAL,QC,H3P1S4,45.519318,-73.637587,155,0.395694705,5
"81,374 CANADA LTEE","211  EST, BOUL. HENRI BOURASSA",MONTREAL,QC,H3L1C1,45.546508,-73.662479,168,0.714416124,4
LES MODES FERSTEN LTEE,9494  ST. LAWRENCE BLVD.,MONTREAL,QC,H2N1P4,45.545016,-73.654267,115,0.225545682,1
ORBIRAMA INC.,1117  STE-CATHERINE OUEST,MONTREAL,QC,H3B1H9,45.49968,-73.573242,148,0.471689872,5
GESTION OUX INC.,6382 Emerald Links Drive,OTTAWA,ON,K4P1M4,45.259752,-75.609857,190,0.189756974,4
PLADEC LTD.,510  CH CHAMBLY,LONGUEUIL,QC,J4H3L7,45.537814,-73.502548,341,0.389544254,1
SYSTEME DE FRET GAMACHE LTEE,5441  NOTRE-DAME OUEST,MONTREAL,QC,H4C1T7,45.468702,-73.595826,121,0.24169946,1
CIE D'ELECTRICITE K.V.A. ENERGIE LTEE,827  MCCAFFREY STREET,ST LAURENT,QC,H4T1N3,45.48298,-73.704326,154,0.776835746,2
MACONNERIE ALARY INC.,1763  RUE BAFFIN,LONGUEUIL,QC,J4M1Z1,45.543059,-73.452056,110,0.555157527,1
"VETEMENTS RAPHAEL,RICHARD INC.",6967 ST-HUBERT,MONTREAL,QC,H2S2N1,45.540109,-73.611467,169,0.229180946,2
LES INDUSTRIES VIBEL INC.,215  RUE BREBOEUF,BELOEIL,QC,J3G4V8,45.564146,-73.206246,314,0.368880879,5
STANDARD BRANDS CANADA LIMITEE,550  SHERBROOKE STREET WEST,MONTREAL,QC,H3A1B9,45.505894,-73.572471,206,0.189739384,3
BI BIOGRAPHERS INTERNATIONAL CORPORATION,463  RICHARDSON STREET,OTTAWA,ON,K2B5G9,45.369343,-75.77685,309,0.284248494,4
INDUSTRIES CHUBB LIMITEE,263  QUEEN STREET EAST,BRAMPTON,ON,L6W2C1,43.686155,-79.724452,290,0.563628033,2
SPHERE DESIGN (CANADA) LTD.,65  ONTARIO STREET,TORONTO,ON,M5A2V1,43.653465,-79.366196,147,0.993571565,1
CAN AIRCLAIMS (ALBERTA) LIMITED,407  8TH AVENUE SOUTH WEST,CALGARY,AB,T2P1E5,51.045757,-114.070903,336,0.969953285,5
139358 CANADA INC.,COMMERCE COURT WEST,TORONTO,ON,M5L1B9,43.648609,-79.379967,45,0.204904766,3
UNITED CUSTOMS BROKERS (CANADA) LTD.,650  WEST GEORGIA STREET,VANCOUVER,BC,V6B4R7,49.28204,-123.117417,56,0.714173806,5
N.W.T. METIS DEVELOPMENT CORPORATION LTD.,5201  50TH AVENUE,YELLOWKNIFE,NT,X1A3S9,62.45296,-114.374083,190,0.837990987,4
L'AGENCE D'ASSURANCE-VIE GUY CROTEAU LTEE,3776 BL NEILSON,STE FOY,QC,G1W4X1,46.753286,-71.323592,197,0.991684868,3
LES CONSEILLERS EN SECURITE M.T.M. LIMITEE,500  PLACE D'ARMES,MONTREAL,QC,H2Y2W2,45.504208,-73.558208,77,0.609045708,1
TAPIS AFAR INC.,518  DAWSON AVE.,MOUNT ROYAL,QC,H3R1C6,45.508065,-73.65766,21,0.76718189,2
LES PLACEMENTS YVON A. LAFONTAINE INC.,"21, Place des Chevaliers",St-Sauveur,QC,J0R1R4,45.891913,-74.164197,40,0.267902842,2
NAPOLEON BROCHU CONSTRUCTION LTD.,440  RUE HOLLIDAY,SEPT-ILES,QC,G4R4X9,50.220206,-66.393329,353,0.76795667,5
81422 CANADA LTEE,600 JEAN-TALON EST,MONTREAL,QC,H2R3A8,45.539583,-73.613224,61,0.40650037,4
LES PIEDS FERMES INC.,6  RUE DE L'ETAPE,ST-ANSELME (CTE BELLECHASSE),QC,G0R2N0,46.628746,-70.968315,140,0.762513677,5
IRVING LIVERMAN HOLDINGS LTD.,500  ESSA DRIVE,MARKHAM,ON,L3R1A5,43.825286,-79.351623,33,0.765170537,4
TELEMONDE FILMS LTEE,4546  CHAPLEAU,MONTREAL,QC,H2H2L3,45.538935,-73.570417,84,0.18840647,4
PROVINAV LTEE,6150  DESA PREAUX,ST. LEONARD,QC,H1S1E6,45.588454,-73.579384,52,0.448309155,2
CAMILLE NESRALLAH ENTERPRISES INC.,380  RIVER RIDGE CRES,ORLEANS,ON,K1E3A2,45.481143,-75.502195,20,0.412351103,3
INSTITUTE FOR THE DEVELOPMENT OF INDIAN GOVERNMENT (I.D.I.G.),1301  BETHAMY LANE,OTTAWA,ON,K1J8P3,45.444533,-75.598438,78,0.030013772,5
LES MATERIAUX DE CONSTRUCTION BARBALIC LTEE,1437  CRESCENT STREET,MONTREAL,QC,H3G2B2,45.497189,-73.575709,54,0.84354624,1
Maxi Department Stores (1988) Inc.,1700 DOCTOR PENFIELD AVE.,MONTREAL,QC,H3H1B4,45.495069,-73.589606,113,0.296439788,2
VETEMENTS & CHAUSSURES QUALITE QUE LTEE,2  LAKE ROAD,DOLLARD-DES-ORMEAUX,QC,H9B3H9,45.484178,-73.806114,158,0.370788065,2
CANADIAN SOCIETY OF AIR SAFETY INVESTIGATORS,139 WEST 13TH AVENUE,VANCOUVER,BC,V5Y1V8,49.259509,-123.10847,359,0.806461404,4
CONSOLAIR INC.,"83, Promenade des Îles, #402",Laval,QC,H7W5L6,45.525379,-73.750712,196,0.919248595,2
"COPYRIGHTS, INVENTIONS AND PATENTS ASSOCIATION OF CANADA",223  9A STREET N.W.,CALGARY,AB,T2N1T5,51.05297,-114.084735,283,0.146648543,5
CORRBILD FACILITIES LIMITED,250  16TH AVENUE WEST,VANCOUVER,BC,V5Y1Y9,49.257102,-123.1125,19,0.298056624,1
LES ENTREPRISES J.J.J. KOLOSKY LTEE,1  WESTMOUNT SQUARE,MONTREAL,QC,H3Z2P9,45.487515,-73.588911,78,0.2541152,4
COMPAGNIE DE COMMERCE ETRANGER OUTREMER CANADIEN LTEE,"6659  PARK AVE.,",MONTREAL,QC,H2V4J1,45.527447,-73.614034,266,0.725257214,2
LAC LA DAME INC.,210  EST STE-CATHERINE,MONTREAL,QC,H2X1L1,45.511933,-73.561747,288,0.229103977,1
LUBE VENT INC.,72 RICHMOND CRESCENT,STONY CREEK,ON,L8E5T9,43.222882,-79.640756,74,0.3112861,4
URBANPROBE ASSOCIATES LIMITED,165  KENILWORTH AVENUE,TORONTO,ON,M4L3S7,43.671803,-79.302765,197,0.226362666,2
LEGERLITE INSULATION INC.,1303  GREENE AVENUE,MONTREAL,QC,H3Z2A7,45.487233,-73.589785,155,0.774569044,2
CONSULTANTS POLARIS LTEE,5728  KINCOURT AVE.,COTE ST-LUC,QC,H4W1Y8,45.467391,-73.664582,327,0.130088978,1
117322 CANADA INC.,74  BOUL. LABELLE,STE-THERESE,QC,J7E2X4,45.639952,-73.828814,149,0.214036254,5
LES INVESTISSEMENTS TREMANARD LTEE,6285  VICTORIA AVE,MONTREAL,QC,H3W2S2,45.494365,-73.63762,181,0.408007843,5
LES ENTREPRENEURS CASEY HEWSON LTEE,"1601  ST-REGIS BLVD.,",DOLLARD-DES-ORMEAUX,QC,H9B3H7,45.48803,-73.78171,157,0.826120875,3
GRAPHIQUE RAYCO (CANADA) INC.,2120  CABOT ST.,MONTREAL,QC,H4E1E4,45.465366,-73.59256,254,0.75807387,4
ROBERTO FASHIONS INC.,2  LAKE ROAD,DOLLARD-DES-ORMEAUX,QC,H9B3H9,45.484178,-73.806114,24,0.887907622,1
PRODUITS ALIMENTAIRES QUALITE QUE LTEE,2  LAKE ROAD,DOLLARD-DES-ORMEAUX,QC,H9B3H9,45.484178,-73.806114,312,0.710936902,4
G.H. WILKS MANAGEMENT SERVICES LTD.,841  TEMPERANCE ST.,SASKATOON,SK,S7N0N2,52.125047,-106.648672,169,0.56678019,2
LES VETEMENTS ROSYDAR INC.,80  BRUNSWICK BLVD.,"DOLLARD-DES-ORMEAUX, MTL.",QC,H9B2C5,45.482708,-73.797169,300,0.492713372,3
LES MODES QUALITE QUE LTEE,2  LAKE RD,DOLLARD DES ORMEAUX,QC,H9B3H9,45.484178,-73.806114,223,0.429225499,5
"ARTICLES DE MERCERIES, COSMETIQUES, NOUVEAUTES & JOUETS QUE LTEE",2  LAKE ROAD,DOLLARD-DES-ORMEAUX,QC,H9B3H9,45.484178,-73.806114,163,0.737732319,2
GHERIANI & ASSOCIES INC.,1701-1455 Sherbrooke W.,Montreal,QC,H3G1L2,45.497996,-73.58033,245,0.157199803,1
"PAPETERIE, FOURNITURES DE BUREAUX & D'ECOLES QUE LTEE",2  LAKE ROAD,DOLLARD-DES-ORMEAUX,QC,H9B3H9,45.484178,-73.806114,292,0.67298159,1
TEXTILES QUE LTEE,80  BRUNSWICK BOULEVARD,DOLLARD DES ORMEAUX,QC,H9B2C5,45.482708,-73.797169,200,0.618279799,4
LES DISTRIBUTRICES SALVAIL LIMITEE,433  PLACE HOUDE,SOREL,QC,J3P7V3,46.019452,-73.113207,117,0.838298478,4
BATAH TRAVEL LTD.,5473  ROYAL MOUNT,MOUNT ROYAL,QC,H4P1J3,45.496519,-73.664418,310,0.349444536,2
LES GESTIONS ADRAL INC.,1  WESTMOUNT SQUARE,MONTREAL,QC,H3Z2P9,45.487515,-73.588911,227,0.653203392,5
AQUILA COMMUNICATIONS LTD.,2  THORNCLIFFE PARK DRIVE,TORONTO,ON,M4H1H2,43.708057,-79.342979,85,0.232393509,1
LE CAPITAINE ET MICHEL LTEE,5333  CASGRAIN STREET,MONTREAL,QC,H2T1X3,45.52619,-73.595311,97,0.930833007,3
CENTRE DE MATERIAUX USAGES ET NEUFS (ANCIENNE-LORETTE) INC.,1727  ROUTE DE L'AEROPORT,ANCIENNE-LORETTE,QC,G2E3L9,46.812071,-71.371347,212,0.480996122,2
CLINIQUE D'OPTIQUE DE SEPT-ILES INC.,56  NAPOLEON,SEPT-ILES,QC,G4R3L1,50.205407,-66.384202,273,0.885473281,4
81411 CANADA LTEE,2  ST. CLAIR AVENUE WEST,TORONTO,ON,M4V1L5,43.6874,-79.398938,272,0.467477664,2
SPL CONTROL INC.,1400  BISHOP,CAMBRIDGE,ON,N3C2V8,43.377094,-80.316653,34,0.536669948,3
81440 CANADA LTD.,553  BLACKWOOD DRIVE,GREENFIELD,QC,J4V1H4,45.483918,-73.453839,342,0.800133714,5
Mecanox Inc.,1675 BOUL. D'AUTEUIL,"DUVERNAY, LAVAL",QC,H7E3J7,45.604156,-73.675316,128,0.123893811,3
FALCON LUGGAGE (CANADA) LTD.,4875  BOUL. DES GRANDES PRAIRIES,MONTREAL,QC,H1R1X4,45.589321,-73.619418,232,0.266177401,1
LES REVETEMENTS CONTINENTAL LTEE,140  WOODLAND AVENUE,BEACONSFIELD,QC,H9W4W1,45.423162,-73.884294,347,0.110663555,4
CLETUS TECHNICAL SERVICES LTD.,50 King St.,Castlegar,BC,V1N1B5,49.328358,-117.669214,155,0.779660868,1
"DONNELLY, TYRIE & ASSOCIES, LIMITEE",260 LAURIER STREET,ROCKLAND,ON,K4K1G2,45.551842,-75.266161,197,0.641410127,2
HOLIDAY LUGGAGE (CANADA) LTD.,4875  BOULEVARD DES GRANDES PRAIRIES,MONTREAL,QC,H1R1X4,45.589321,-73.619418,127,0.945872885,3
THE HOUSE OF STEWS INC.,1229  RUE DE LA MONTAGNE,MONTREAL,QC,H3G1Z2,45.49774,-73.5743,262,0.935983953,2
ACIER QUECORP LTEE,2355  CHEMIN DU LAC,LONGUEUIL,QC,J4N1C1,45.56633,-73.455402,158,0.830308995,4
RAYMOND BLANCHETTE AGENCIES INC.,999 Av. de Bourgogne porte 52,Québec,QC,G1W4S6,46.76561,-71.308959,185,0.017846967,1
LIONEL LEBLANC FASHIONS LTD.,85  FORTIER,HULL,QC,J8Y4R9,45.44348,-75.737484,115,0.8827152,3
LES PLACEMENTS DJINN INC.,4156  RUE ST-DENIS,MONTREAL,QC,H2W2M5,45.521042,-73.577039,323,0.812456482,5
MAIN ADVERTISING LTD.,5  VICTORIA ST.,KNOWLTON,QC,J0E1V0,45.219651,-72.526552,284,0.643076236,3
LES SERVICES MULTI BETON LTEE,140  WOODLAND AVENUE,BEACONSFIELD,QC,H9W4W1,45.423162,-73.884294,114,0.387106973,4
Izaak Walton Fly Fishing Club,2400 DUNDAS ST WEST,MISSISSAUGA,ON,L5K2R8,43.528283,-79.673797,88,0.065529175,4
RAY CULLEN CHEVROLET OLDSMOBILE LTD.,730  WHARNCLIFFE ROAD SOUTH,LONDON,ON,N6J2N4,42.949762,-81.258816,325,0.065426746,1
LES VETEMENTS PROGRESS BRAND INC.,720  KING ST. WEST,TORONTO,ON,M5V2T3,43.643917,-79.404211,157,0.211839854,2
81437 CANADA LTEE,4115  SHERBROOKE STREET WEST,MONTREAL,QC,H3Z1B1,45.491093,-73.588191,202,0.333412512,4
81438 CANADA LTEE,1  PLACE VILLE MARIE,MONTREAL,QC,H3B2A5,45.503071,-73.567858,290,0.64560714,5
LES PLACEMENTS RIPSTEIN LTEE,3468  DRUMMOND STREET,MONTREAL,QC,H3G1Y4,45.501363,-73.579927,42,0.937548378,5
CONSULTANTS ALSIM LIMITEE,5800  CAVENDISH BLVD,MONTREAL,QC,H4W2T5,45.477007,-73.66364,141,0.272635499,2
GESTION NAT MAGER LTEE,119  FINCHLEY ROAD,HAMPSTEAD,QC,H3X3A1,45.483299,-73.642674,124,0.66475655,3
BERNATH ENTERPRISES INC.,6 Meridian Place,Nepean,ON,K2G6L9,45.341578,-75.761298,58,0.463578131,1
GESTION DANSANNA LTEE,8256  MACKLE RD,COTE ST LUC,QC,H4W1B2,45.466508,-73.671686,159,0.46850948,1
PLACEMENTS POWIL LTEE,800  PLACE VICTORIA,MONTREAL,QC,H4Z1J2,45.501954,-73.561203,199,0.521543297,4
CANADIAN RAELIAN MOVEMENT,8483 AV. DE CHÂTEAUBRIAND,MONTRÉAL,QC,H2P2A4,45.547592,-73.632126,45,0.419295613,2
ACRE INSURANCE AGENCY LTD.,597  BEACONSFIELD BLVD,BEACONSFIELD,QC,H9W5T2,45.416252,-73.894415,284,0.796235894,4
BERCHICCI IMPORTING LTD.,9220 Place Picasso,Montréal,QC,H1P3J8,45.603259,-73.603491,33,0.301008489,3
RASCHELLA BROTHERS LTD.,632  BAFFIN,BOUCHERVILLE,QC,J4B5W5,45.598978,-73.434109,307,0.463762876,4
KEBEKELEKTRIK INC.,900  LABELLE BLVD,LAVAL,QC,H7V2V5,45.541066,-73.749164,41,0.200225946,1
LES SERVICES ROCKLEDGE LTEE,600  DORCHESTER BOULEVARD WEST,MONTREAL,QC,H3B1N4,45.503032,-73.566312,228,0.546296514,5
CHARTRE & RANCOURT WINDOWS & DOORS LTD.,847 GRANDVIEW BOULEVARD,SUDBURY,ON,P3A4Z8,46.526383,-80.965271,13,0.885956793,4
